"FA","MD","ICVF","ISOVF","OD","T2star","QSM","cluster"
-1.38347147334529,3.69595568502576,-3.68813812915874,-0.176670096743526,-0.597190955126309,-0.323118523291267,-0.188965600718459,2
-1.32419697731188,4.45467580937541,-3.66438669218852,1.22471527589465,-0.230875653067331,0.716611845152256,-0.0416701775030837,1
-1.26142016111648,3.36531379240215,-3.06381541630379,1.70753666128869,-0.807520532151328,-0.238839400955837,-0.228428549513922,2
-0.850278614407812,1.8810123485597,-2.34204510804254,0.167480472221128,-0.6037081368252,-0.107050761131037,-0.35508699952695,2
-1.88065877898879,6.14032567378599,-4.27658769797765,1.87871884611791,-0.338227596237758,0.442640785730438,0.381811986001412,1
-1.41569933890531,5.62078885547928,-4.04923858037829,1.96484071746078,-0.493600453475846,-0.0591980776811939,-0.112312246627583,1
-2.34259066999392,5.49481927160815,-4.37136424353539,1.60070373401187,0.0991238469104988,0.0853598196718625,-0.369216468455674,1
-0.556284889311486,1.98172910683774,-2.4159686837542,0.292633460618058,-0.450501334623615,-0.190175709656523,0.551376950021485,2
-0.950294791887079,1.04780140372189,-2.37032039343396,0.114017572192813,-0.388092427946846,0.0247842810343314,-0.213177554923647,3
-0.733427539335063,1.15932408118049,-1.87289581323493,-0.046834383622917,-0.476398923709635,-0.071393944943867,-0.184514416454426,3
-1.09045823800836,2.00726765477414,-2.06799699997433,0.506101935452895,-0.749864150352968,0.127073113753746,0.136576862504815,2
-0.381874371544157,0.582570867732765,-1.77143750075073,-0.455858702791495,-0.564099366218522,-0.0295357374377119,-0.180314073260817,3
-1.09686860910587,3.25838237212254,-2.51024762058194,0.8223284224159,-0.798603030716974,-0.108524470543646,-0.252375007344767,2
-1.28567432291749,4.76756044572353,-3.82285253038012,1.22767358270077,-0.0395418733705722,0.116979784330409,-0.143726229523621,1
-1.49201869711166,6.30975050832724,-5.22088168908554,2.21533517928957,-0.766276495322404,0.0805979365920747,-0.610349787529341,1
-1.4705093149507,1.89057559115881,-2.01262598425251,0.581562808501638,0.35193010474036,-0.0405873218854202,0.0269223284132464,2
-1.30054407251905,1.75884584679566,-2.36364716357896,0.0244760525132803,-0.0285611583549963,0.433547573596678,-0.275489623685764,2
-0.764034424049546,1.39581660390621,-2.48248835748239,-0.138947994320346,-0.496007460943792,0.624592715407934,-0.649355558772368,2
-0.836119210697873,0.862353259003803,-2.03203844202884,-0.40076208862188,-0.30180152192287,0.21108568655729,0.172937885408896,3
-2.10537645966831,6.2011498885675,-4.15302940469884,2.05871152187642,-0.9031095293007,-0.549815320969426,-0.242207010734091,1
-2.60426696176619,3.90007736823977,-3.66700426785461,0.423826296462136,0.349009119776904,-0.0779183776157079,-0.00934329407181184,2
-1.97894495839076,6.00019713886079,-4.77657876283551,0.502762701793599,-0.584475513219327,0.503123304676056,0.682271267703913,1
-1.70446901895074,5.0225020346749,-4.41708801806359,0.18380980543136,0.107038414005324,-0.182287708832705,-0.39754365392064,1
-0.842381009384018,1.42972921034181,-2.0966708542935,0.123897090928057,-0.538064312438239,0.316236298508934,-0.0913678071464405,2
-1.17174094811605,1.03764280347457,-1.97501917164353,-0.229417674871255,-0.310135534483717,-0.0821412625217013,-0.143215117456304,3
-0.980248839017536,2.54740814367409,-2.57742409392732,0.145326059992231,-0.710841649195231,0.33230690157598,-0.293053686441366,2
-0.869968434862958,0.0840378408099739,-1.82999513804669,-1.06614102567642,-0.261124008925961,0.652663201039135,0.0712537317582013,3
-1.69418089294697,2.84052059135601,-3.04064885470105,0.235764680211883,-0.415099060513207,0.393749654723359,-0.0825180688621763,2
-2.00728253320754,2.26656505089807,-2.8825206160986,-0.0379706366810982,0.00237326970295545,0.28658694210682,0.00698596515474616,2
-2.52845729517945,5.2707200324248,-3.48156424070819,1.95525103798773,-0.120448393582436,0.232343400311417,0.366164796794413,1
-2.7887984334617,2.67121027276498,-3.48991398189153,0.331783728614635,0.549206643457271,0.0283033391052539,0.154689244644877,2
-2.7402035966731,5.00644353036161,-3.95310999559971,1.90189578977889,0.0736023424683325,-0.078751398334037,0.13035991300719,1
-2.32472572057123,5.99037322203498,-3.96245974037925,2.15407645844293,-0.311654942809362,0.297356638647944,0.24129128634018,1
-2.13581382367543,-1.02546791555706,-0.617452038957917,-0.948022982447957,2.55783837737388,0.607128443499437,0.306363831294562,3
-0.100889803523219,-0.314241334303174,-1.35732124723836,-1.08404820374897,-0.497662745093724,0.545557478100374,0.10940917800032,3
-1.19742216582703,1.24944446289388,-2.23636342418371,-0.444467098129958,-0.830414984188247,0.341979926984172,0.254248156553376,2
-0.961256450587324,-0.0223698376974095,-1.72568385216551,-1.07173866848972,0.131158273577519,0.2504263011013,0.0835552064553007,3
-1.7220964582835,1.31930284832188,-2.20623925786503,-0.462908489792447,0.0509774203996594,0.5484844650229,0.183808579145183,2
-2.50213188546717,4.58057831393571,-3.56284043217837,0.814626415874561,-0.840685138614438,0.396375787116522,0.520977626381789,1
-2.17011699248408,2.2707204441466,-2.94860607983219,-0.0417491405284796,-0.0386505618405229,0.137657860358788,0.274321622141308,2
-2.32021550230912,3.36680296301489,-3.06141095073366,0.736657216792899,-0.102211082207883,0.31681637925677,0.354190052620053,2
-2.61793010803337,5.22146213041893,-3.94651737642024,1.28631565310467,-0.431111363086487,0.43676227032271,0.3639889870012,1
-2.60011621979569,4.68683730530215,-3.69260406467716,2.1494050824936,-0.336064182088196,0.193719146821315,0.355342375320356,1
-0.794102470322474,2.37112441120253,-2.22930117355068,0.800581644055508,-0.451636416768634,0.0400283648895913,-0.356921286859944,2
-2.72394542001806,-0.0177177237091393,-1.66737954290851,-0.552962503614943,3.1681594984352,-0.17443578316839,-0.11092840298124,3
-1.56346907335193,1.39393451627018,-2.46993253617809,-0.113695147901704,-0.0888215218467236,0.355107442625654,0.162099642892929,2
-1.64201012096383,1.67290650307963,-2.19033885510307,-0.136456997217345,-0.748449429737244,0.695051748169339,0.270322554134267,2
-2.26706115259939,2.79510963187835,-3.27017274880027,0.161413188337993,0.028628882508474,0.195613947540573,-0.212656943761538,2
-1.90264544116987,1.59312199992174,-1.95090065268868,-0.0770739578113973,0.231181144023945,0.158684283664535,0.205766089725722,2
-2.16449660376017,3.11954887643798,-2.93735827074947,0.495094126142599,-0.575844803186912,0.515685827347775,0.0284215653956902,2
-2.26499802732225,4.94792085153959,-3.82008490786891,1.16218789453716,-0.958202655468583,0.706845384185485,0.508854176560558,1
-2.17749335841295,4.31991250941588,-3.41898900132901,2.31492080006094,-0.550189636988244,0.117518802059025,-0.0437957647659121,1
-1.76573002303698,2.58151414139655,-2.67281562143334,0.393467176486002,0.00434547098330457,0.0105193585101466,0.070107034648007,2
-2.01060428585262,3.47525617290784,-3.22826010433578,0.958837068308938,-0.576007803976344,0.261038839087665,0.173720260364689,2
-2.38823171267138,5.22350295978782,-4.29496627048064,1.2965929881113,-1.14291474930301,0.340566916121393,0.178527336321109,1
-1.10526226179958,3.83583389860665,-3.07167658432194,1.87075103187187,-0.446559433636436,-0.180814333530119,-0.21187563718838,2
-1.32832546654804,0.31979842151491,-2.14095839792895,-0.767220900504897,0.654060749713072,0.887004185801895,0.104047634077174,3
-1.47838497229986,0.519693331128048,-2.5126854937683,-1.02705625018668,-0.00729066730760939,0.617972663141211,0.847722190046029,3
-0.170395689523648,1.17878612394679,-2.2318620210611,-0.484225315062056,-1.07710262810734,1.40707257351225,0.29583415520823,3
-1.49840704758037,1.594813240145,-2.52696903142113,-0.480312015029493,-0.293168801310653,0.736675407396239,0.0439364636805514,2
-1.76724729971011,1.70847973148597,-2.44061156835378,-0.0763380553918269,0.307666621008259,0.653025055707616,0.0814111009516058,2
-1.650254631004,1.81935704108208,-2.25994745491981,-0.28741842294182,-0.283701686623401,0.28206689301145,0.154052258793077,2
-2.45820112845176,3.74966343554726,-3.35953897245265,0.547445915114669,-1.35883522165777,0.568041592181484,0.473958725458369,1
-2.8533563469997,5.20644041827339,-4.05943039446467,1.17457755360743,-0.435117201990054,1.12394723455752,0.261706058233727,1
-2.17094016996599,3.75741476639609,-3.45211617311611,1.45821021590835,-0.504834424795113,0.392806276771937,0.59855337637407,1
-2.12987420557174,3.36292929386666,-3.0236605718873,0.960010330344118,-0.324404784574647,0.533094691584889,0.504188334632519,2
-1.33045910717916,1.37168302013397,-2.13271990349921,-0.179967598147302,0.0575688275220004,0.382213687961023,0.169689924960967,2
-2.02144430229817,2.96779548866004,-2.86359157853232,0.520831433874261,-0.0330751226025958,0.227307515216485,0.175037385456238,2
-2.04537491227177,3.17140498607544,-3.19207953316216,0.776775195438342,-0.568642122709536,0.373126725358334,0.0942069160755305,2
-2.07499385670623,5.40339759235616,-4.23013069130997,1.63528777482174,-1.72625733456041,0.236017723102043,-0.117451271245355,1
-2.34712282736848,4.91694994050123,-4.15030480271823,2.55756297855252,-0.677432792656011,0.121065727927327,-0.352252825384832,1
-1.53954277163431,2.8990472258214,-2.94768164343853,0.694556847552675,-0.0934577198990881,0.188155324514641,-0.331682200979854,2
-1.97464931325877,3.39831743364282,-3.61233011792598,0.862799050905639,-0.611038064564548,0.0348400349836247,-0.237417771374901,2
-2.00662019824856,4.09544396344219,-3.96761639285831,1.17206905360445,-1.06314502089224,0.168061919724559,0.0373973479767316,1
-1.74536908868281,-0.392702941997777,-1.45986221512754,-0.903221371387034,1.94175190194597,-0.0717058574067571,0.0793001756910174,3
-1.36144231134386,2.30913827241102,-2.20790827870849,0.688948626601208,0.64124024537811,0.0110971866126534,0.0473646455635704,2
