-2.851207495791092515e+04,-2.851154006683231637e+04,-2.850979290416512958e+04
-2.865495971138847381e+04,-2.865301842100061913e+04,-2.865288469921813521e+04
-2.900287820304639172e+04,-2.900209555745750549e+04,-2.900725451751632863e+04
-2.856503372333248990e+04,-2.856460116240615753e+04,-2.856627743934696991e+04
-2.915166835101793913e+04,-2.915197478030887214e+04,-2.915197459352877195e+04
-2.839270768887211671e+04,-2.839273798623530820e+04,-2.839347150203453202e+04
-2.906132610268125427e+04,-2.906197257800723310e+04,-2.906212421855485445e+04
-2.844290487400914935e+04,-2.844301196959892332e+04,-2.844520530425758989e+04
-2.862638373683421014e+04,-2.862810596333008289e+04,-2.862903151796600287e+04
-2.896610809416862685e+04,-2.896553448057910282e+04,-2.896579552763054380e+04
